Latitude (decimal degrees):	49.596
Longitude (decimal degrees):	11.008
Elevation (m):	281
Radiation database:	PVGIS-ERA5


Slope: 41 deg. (optimum)
Azimuth: -6 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050115:1730,0.0,0.0,0.0,0.0,0.0,-0.32,1.86,0.0
20050115:1830,0.0,0.0,0.0,0.0,0.0,-0.65,1.93,0.0
20050115:1930,0.0,0.0,0.0,0.0,0.0,-0.89,2.07,0.0
20050115:2030,0.0,0.0,0.0,0.0,0.0,-1.42,2.0,0.0
20050115:2130,0.0,0.0,0.0,0.0,0.0,-1.72,1.93,0.0
20050115:2230,0.0,0.0,0.0,0.0,0.0,-2.1,2.0,0.0
20050115:2330,0.0,0.0,0.0,0.0,0.0,-2.38,2.0,0.0
20050116:0030,0.0,0.0,0.0,0.0,0.0,-2.71,2.0,0.0
20050116:0130,0.0,0.0,0.0,0.0,0.0,-2.82,2.07,0.0
20050116:0230,0.0,0.0,0.0,0.0,0.0,-2.85,2.21,0.0
20050116:0330,0.0,0.0,0.0,0.0,0.0,-2.75,2.28,0.0
20050116:0430,0.0,0.0,0.0,0.0,0.0,-2.67,2.34,0.0
20050116:0530,0.0,0.0,0.0,0.0,0.0,-2.72,2.34,0.0
20050116:0630,0.0,0.0,0.0,0.0,0.0,-2.83,2.21,0.0
20050116:0730,140.89,146.27,23.77,0.64,2.34,-3.51,2.07,0.0
20050116:0830,370.29,315.27,95.47,3.07,9.46,-3.51,1.79,0.0
20050116:0930,550.44,491.94,125.55,5.5,14.95,-1.98,1.66,0.0
20050116:1030,638.85,587.73,136.4,7.02,18.39,-0.11,2.28,0.0
20050116:1130,651.96,605.38,139.0,7.48,19.45,1.39,2.41,0.0
20050116:1230,591.91,545.45,130.84,6.78,18.01,2.53,2.28,0.0
20050116:1330,464.09,416.69,112.76,5.06,14.23,3.11,1.93,0.0
20050116:1430,269.17,235.98,77.65,2.6,8.46,2.71,1.38,0.0
20050116:1530,0.91,0.0,7.48,0.22,1.14,1.35,2.0,0.0
20050116:1630,0.0,0.0,0.0,0.0,0.0,-0.51,2.14,0.0
20050116:1730,0.0,0.0,0.0,0.0,0.0,-1.46,2.07,0.0
20050116:1830,0.0,0.0,0.0,0.0,0.0,-1.86,2.0,0.0
20050116:1930,0.0,0.0,0.0,0.0,0.0,-2.57,1.86,0.0
20050116:2030,0.0,0.0,0.0,0.0,0.0,-2.99,1.86,0.0
20050116:2130,0.0,0.0,0.0,0.0,0.0,-3.4,1.79,0.0
20050116:2230,0.0,0.0,0.0,0.0,0.0,-3.74,1.72,0.0
20050116:2330,0.0,0.0,0.0,0.0,0.0,-4.01,1.72,0.0
20050117:0030,0.0,0.0,0.0,0.0,0.0,-4.13,1.72,0.0
20050117:0130,0.0,0.0,0.0,0.0,0.0,-4.14,1.72,0.0
20050117:0230,0.0,0.0,0.0,0.0,0.0,-4.39,1.72,0.0
20050117:0330,0.0,0.0,0.0,0.0,0.0,-4.31,1.72,0.0
20050117:0430,0.0,0.0,0.0,0.0,0.0,-4.23,1.79,0.0
20050117:0530,0.0,0.0,0.0,0.0,0.0,-4.14,1.79,0.0
20050117:0630,0.0,0.0,0.0,0.0,0.0,-4.06,1.72,0.0
20050117:0730,121.0,126.65,21.64,0.6,2.46,-3.96,1.93,0.0
20050117:0830,332.54,282.0,87.62,2.87,9.59,-3.33,1.72,0.0
20050117:0930,488.81,432.78,116.7,5.06,15.11,-0.98,1.31,0.0
20050117:1030,558.74,508.17,131.76,6.42,18.57,1.49,1.24,0.0
20050117:1130,575.69,534.61,132.8,6.89,19.64,3.33,1.17,0.0
20050117:1230,528.26,488.48,122.88,6.28,18.22,4.44,1.31,0.0
20050117:1330,407.99,366.49,103.47,4.64,14.44,4.89,1.38,0.0
20050117:1430,212.79,186.62,65.71,2.25,8.67,4.4,1.52,0.0
20050117:1530,1.23,0.0,8.18,0.22,1.34,2.89,2.07,0.0
20050117:1630,0.0,0.0,0.0,0.0,0.0,1.03,2.21,0.0
20050117:1730,0.0,0.0,0.0,0.0,0.0,-0.03,2.14,0.0
20050117:1830,0.0,0.0,0.0,0.0,0.0,-0.49,2.14,0.0
20050117:1930,0.0,0.0,0.0,0.0,0.0,-0.3,2.21,0.0
20050117:2030,0.0,0.0,0.0,0.0,0.0,-0.29,2.28,0.0
20050117:2130,0.0,0.0,0.0,0.0,0.0,-0.36,2.34,0.0
20050117:2230,0.0,0.0,0.0,0.0,0.0,-0.33,2.48,0.0
20050117:2330,0.0,0.0,0.0,0.0,0.0,-0.57,2.62,0.0
20050118:0030,0.0,0.0,0.0,0.0,0.0,-0.64,2.62,0.0
20050118:0130,0.0,0.0,0.0,0.0,0.0,-0.4,2.76,0.0
20050118:0230,0.0,0.0,0.0,0.0,0.0,-0.15,2.9,0.0
20050118:0330,0.0,0.0,0.0,0.0,0.0,0.03,2.97,0.0
20050118:0430,0.0,0.0,0.0,0.0,0.0,0.36,3.1,0.0
20050118:0530,0.0,0.0,0.0,0.0,0.0,0.85,3.24,0.0
20050118:0630,0.0,0.0,0.0,0.0,0.0,1.34,3.38,0.0
20050118:0730,3.82,5.77,7.24,0.2,2.58,2.32,4.14,0.0
20050118:0830,19.76,8.08,26.71,0.76,9.74,2.77,4.0,0.0
20050118:0930,24.75,2.08,38.92,1.08,15.27,3.18,3.86,0.0
20050118:1030,37.66,1.06,55.28,1.52,18.75,3.33,3.72,0.0
20050118:1130,47.14,0.0,67.3,1.84,19.85,3.63,3.79,0.0
20050118:1230,41.72,0.13,61.07,1.67,18.43,4.04,4.0,0.0
20050118:1330,32.65,0.0,50.64,1.38,14.65,4.07,4.0,0.0
20050118:1430,8.69,0.0,20.31,0.56,8.88,3.94,3.72,0.0
20050118:1530,0.0,0.0,4.48,0.12,1.55,3.7,3.52,0.0
20050118:1630,0.0,0.0,0.0,0.0,0.0,3.39,3.45,0.0
20050118:1730,0.0,0.0,0.0,0.0,0.0,2.88,3.59,0.0
20050118:1830,0.0,0.0,0.0,0.0,0.0,1.92,3.31,0.0
20050118:1930,0.0,0.0,0.0,0.0,0.0,1.93,3.59,0.0
20050118:2030,0.0,0.0,0.0,0.0,0.0,1.95,3.93,0.0
20050118:2130,0.0,0.0,0.0,0.0,0.0,1.8,4.41,0.0
20050118:2230,0.0,0.0,0.0,0.0,0.0,1.13,4.62,0.0
20050118:2330,0.0,0.0,0.0,0.0,0.0,0.39,4.21,0.0
20050119:0030,0.0,0.0,0.0,0.0,0.0,-0.25,3.45,0.0
20050119:0130,0.0,0.0,0.0,0.0,0.0,-0.62,3.59,0.0
20050119:0230,0.0,0.0,0.0,0.0,0.0,-0.84,3.59,0.0
20050119:0330,0.0,0.0,0.0,0.0,0.0,-0.75,3.59,0.0
20050119:0430,0.0,0.0,0.0,0.0,0.0,-0.6,3.86,0.0
20050119:0530,0.0,0.0,0.0,0.0,0.0,-0.65,4.0,0.0
20050119:0630,0.0,0.0,0.0,0.0,0.0,-0.37,4.0,0.0
20050119:0730,13.57,17.98,9.25,0.27,2.71,0.56,4.14,0.0
20050119:0830,71.56,45.74,47.65,1.4,9.89,0.83,4.14,0.0
20050119:0930,199.71,124.85,103.84,3.22,15.44,1.3,4.83,0.0
20050119:1030,157.28,81.96,102.27,3.18,18.95,1.95,5.45,0.0
20050119:1130,203.67,125.16,108.24,3.63,20.05,2.49,5.03,0.0
20050119:1230,333.68,256.08,116.89,4.59,18.65,2.72,4.48,0.0
20050119:1330,286.09,218.63,104.9,3.81,14.87,2.92,4.14,0.0
20050119:1430,213.55,184.54,64.54,2.3,9.1,2.9,4.41,0.0
20050119:1530,1.63,0.0,8.97,0.25,1.76,2.39,3.17,0.0
20050119:1630,0.0,0.0,0.0,0.0,0.0,1.64,3.03,0.0
20050119:1730,0.0,0.0,0.0,0.0,0.0,1.09,3.03,0.0
20050119:1830,0.0,0.0,0.0,0.0,0.0,0.86,3.1,0.0
20050119:1930,0.0,0.0,0.0,0.0,0.0,0.15,3.1,0.0
20050119:2030,0.0,0.0,0.0,0.0,0.0,-0.01,3.31,0.0
20050119:2130,0.0,0.0,0.0,0.0,0.0,-0.15,3.45,0.0
20050119:2230,0.0,0.0,0.0,0.0,0.0,0.1,3.72,0.0
20050119:2330,0.0,0.0,0.0,0.0,0.0,0.18,3.86,0.0
20050120:0030,0.0,0.0,0.0,0.0,0.0,0.2,4.07,0.0
20050120:0130,0.0,0.0,0.0,0.0,0.0,0.17,4.28,0.0
20050120:0230,0.0,0.0,0.0,0.0,0.0,0.23,4.55,0.0
20050120:0330,0.0,0.0,0.0,0.0,0.0,0.38,4.83,0.0
20050120:0430,0.0,0.0,0.0,0.0,0.0,0.86,5.31,0.0
20050120:0530,0.0,0.0,0.0,0.0,0.0,1.5,6.14,0.0
20050120:0630,0.0,0.0,0.0,0.0,0.0,2.07,6.69,0.0
20050120:0730,0.0,0.0,4.31,0.12,2.85,2.58,6.83,0.0
20050120:0830,5.19,0.56,14.49,0.4,10.04,3.17,6.83,0.0
20050120:0930,11.0,0.0,23.52,0.64,15.62,3.86,7.03,0.0
20050120:1030,18.07,0.0,32.88,0.9,19.14,4.56,7.17,0.0
20050120:1130,13.97,0.0,27.65,0.76,20.27,5.29,7.24,0.0
20050120:1230,15.44,0.0,29.63,0.81,18.87,5.77,7.24,0.0
20050120:1330,10.93,0.0,23.61,0.65,15.1,6.17,7.1,0.0
20050120:1430,2.98,0.67,10.89,0.3,9.32,6.31,6.83,0.0
20050120:1530,0.0,0.0,2.15,0.06,1.98,6.3,6.48,0.0
20050120:1630,0.0,0.0,0.0,0.0,0.0,6.31,6.14,0.0
20050120:1730,0.0,0.0,0.0,0.0,0.0,6.62,6.76,0.0
20050120:1830,0.0,0.0,0.0,0.0,0.0,6.83,6.9,0.0
20050120:1930,0.0,0.0,0.0,0.0,0.0,7.03,7.1,0.0
20050120:2030,0.0,0.0,0.0,0.0,0.0,7.11,7.86,0.0
20050120:2130,0.0,0.0,0.0,0.0,0.0,7.15,8.41,0.0
20050120:2230,0.0,0.0,0.0,0.0,0.0,7.11,8.34,0.0
20050120:2330,0.0,0.0,0.0,0.0,0.0,7.04,8.28,0.0
20050121:0030,0.0,0.0,0.0,0.0,0.0,6.91,8.34,0.0
20050121:0130,0.0,0.0,0.0,0.0,0.0,6.92,8.41,0.0
20050121:0230,0.0,0.0,0.0,0.0,0.0,6.76,7.86,0.0
20050121:0330,0.0,0.0,0.0,0.0,0.0,6.52,7.24,0.0
20050121:0430,0.0,0.0,0.0,0.0,0.0,5.95,8.07,0.0
20050121:0530,0.0,0.0,0.0,0.0,0.0,4.59,7.17,0.0
20050121:0630,0.0,0.0,0.0,0.0,0.0,3.7,6.83,0.0
20050121:0730,96.58,105.59,19.18,0.6,2.99,3.24,6.21,0.0
20050121:0830,289.1,245.15,81.2,2.76,10.21,2.87,6.07,0.0
20050121:0930,398.21,320.48,121.36,4.61,15.81,2.87,6.34,0.0
20050121:1030,521.88,433.68,144.77,6.26,19.35,3.09,6.41,0.0
20050121:1130,464.92,379.44,135.49,5.94,20.49,3.46,6.55,0.0
20050121:1230,356.3,276.77,120.92,4.87,19.1,3.79,5.86,0.0
20050121:1330,249.97,193.16,91.39,3.47,15.33,3.93,5.72,0.0
20050121:1430,180.19,147.14,65.64,2.22,9.55,3.42,5.66,0.0
20050121:1530,2.48,0.0,10.55,0.29,2.2,2.63,5.79,0.0
20050121:1630,0.0,0.0,0.0,0.0,0.0,1.69,5.66,0.0
20050121:1730,0.0,0.0,0.0,0.0,0.0,1.64,5.38,0.0
20050121:1830,0.0,0.0,0.0,0.0,0.0,1.24,5.59,0.0
20050121:1930,0.0,0.0,0.0,0.0,0.0,1.37,5.52,0.0
20050121:2030,0.0,0.0,0.0,0.0,0.0,1.1,5.31,0.0
20050121:2130,0.0,0.0,0.0,0.0,0.0,0.81,5.03,0.0
20050121:2230,0.0,0.0,0.0,0.0,0.0,0.69,4.9,0.0
20050121:2330,0.0,0.0,0.0,0.0,0.0,0.56,4.97,0.0
20050122:0030,0.0,0.0,0.0,0.0,0.0,0.56,5.17,0.0
20050122:0130,0.0,0.0,0.0,0.0,0.0,0.41,5.24,0.0
20050122:0230,0.0,0.0,0.0,0.0,0.0,0.44,5.45,0.0
20050122:0330,0.0,0.0,0.0,0.0,0.0,0.44,5.66,0.0
20050122:0430,0.0,0.0,0.0,0.0,0.0,0.44,5.86,0.0
20050122:0530,0.0,0.0,0.0,0.0,0.0,0.43,5.93,0.0
20050122:0630,0.0,0.0,0.0,0.0,0.0,0.5,5.86,0.0
20050122:0730,16.09,19.44,11.09,0.32,3.14,0.59,5.38,0.0
20050122:0830,138.52,101.14,63.55,1.94,10.38,0.64,4.34,0.0
20050122:0930,356.3,289.89,104.89,4.19,16.0,0.79,4.28,0.0
20050122:1030,332.55,242.9,125.75,4.68,19.56,1.4,5.17,0.0
20050122:1130,361.19,287.5,112.63,4.89,20.71,1.82,4.76,0.0
20050122:1230,385.65,300.98,127.46,5.2,19.33,2.29,4.76,0.0
20050122:1330,263.6,195.45,102.78,3.73,15.56,2.51,4.55,0.0
20050122:1430,179.98,143.66,68.48,2.29,9.78,2.48,4.14,0.0
20050122:1530,26.88,33.45,13.1,0.4,2.43,2.29,4.28,0.0
20050122:1630,0.0,0.0,0.0,0.0,0.0,1.85,3.93,0.0
20050122:1730,0.0,0.0,0.0,0.0,0.0,1.15,3.59,0.0
20050122:1830,0.0,0.0,0.0,0.0,0.0,0.61,3.31,0.0
20050122:1930,0.0,0.0,0.0,0.0,0.0,0.16,2.97,0.0
20050122:2030,0.0,0.0,0.0,0.0,0.0,-0.1,2.9,0.0
20050122:2130,0.0,0.0,0.0,0.0,0.0,-0.29,2.83,0.0
20050122:2230,0.0,0.0,0.0,0.0,0.0,-0.57,2.55,0.0
20050122:2330,0.0,0.0,0.0,0.0,0.0,-0.63,2.41,0.0
20050123:0030,0.0,0.0,0.0,0.0,0.0,-0.31,2.48,0.0
20050123:0130,0.0,0.0,0.0,0.0,0.0,-0.31,2.34,0.0
20050123:0230,0.0,0.0,0.0,0.0,0.0,-0.43,2.28,0.0
20050123:0330,0.0,0.0,0.0,0.0,0.0,-0.45,2.14,0.0
20050123:0430,0.0,0.0,0.0,0.0,0.0,-0.68,2.0,0.0
20050123:0530,0.0,0.0,0.0,0.0,0.0,-0.87,1.86,0.0
20050123:0630,0.0,0.0,0.0,0.0,0.0,-0.99,1.93,0.0
20050123:0730,29.99,30.89,16.65,0.47,3.3,-1.27,2.07,0.0
20050123:0830,78.43,34.51,65.83,1.83,10.55,-1.05,2.21,0.0
20050123:0930,339.16,248.54,127.57,4.38,16.19,-0.36,3.38,0.0
20050123:1030,482.86,390.4,145.07,6.05,19.78,-0.07,3.1,0.0
20050123:1130,577.09,502.06,143.7,7.11,20.95,0.56,3.1,0.0
20050123:1230,406.44,321.25,130.0,5.43,19.57,1.08,3.52,0.0
20050123:1330,369.63,287.42,124.89,4.74,15.8,1.02,3.52,0.0
20050123:1430,206.02,156.77,82.31,2.62,10.01,0.92,3.24,0.0
20050123:1530,69.86,78.82,20.03,0.63,2.65,0.5,2.69,0.0
20050123:1630,0.0,0.0,0.0,0.0,0.0,-0.48,2.48,0.0
20050123:1730,0.0,0.0,0.0,0.0,0.0,-1.28,2.62,0.0
20050123:1830,0.0,0.0,0.0,0.0,0.0,-1.58,2.9,0.0
20050123:1930,0.0,0.0,0.0,0.0,0.0,-1.06,3.52,0.0
20050123:2030,0.0,0.0,0.0,0.0,0.0,-0.9,3.86,0.0
20050123:2130,0.0,0.0,0.0,0.0,0.0,-0.75,4.0,0.0
20050123:2230,0.0,0.0,0.0,0.0,0.0,-0.8,4.28,0.0
20050123:2330,0.0,0.0,0.0,0.0,0.0,-0.86,3.93,0.0
20050124:0030,0.0,0.0,0.0,0.0,0.0,-0.97,3.17,0.0
20050124:0130,0.0,0.0,0.0,0.0,0.0,-1.2,3.17,0.0
20050124:0230,0.0,0.0,0.0,0.0,0.0,-1.29,3.52,0.0
20050124:0330,0.0,0.0,0.0,0.0,0.0,-1.57,4.07,0.0
20050124:0430,0.0,0.0,0.0,0.0,0.0,-1.95,3.38,0.0
20050124:0530,0.0,0.0,0.0,0.0,0.0,-2.32,3.1,0.0
20050124:0630,0.0,0.0,0.0,0.0,0.0,-2.7,2.76,0.0
20050124:0730,81.77,80.17,25.41,0.71,3.46,-3.18,2.76,0.0
20050124:0830,193.36,133.29,86.72,2.53,10.73,-2.95,3.03,0.0
20050124:0930,202.8,104.62,124.38,3.67,16.4,-2.66,3.45,0.0
20050124:1030,174.33,71.36,127.97,3.8,20.0,-2.52,3.66,0.0
20050124:1130,200.95,81.05,146.06,4.34,21.19,-2.39,3.72,0.0
20050124:1230,330.77,223.09,140.26,4.98,19.82,-1.94,3.86,0.0
20050124:1330,219.01,127.86,119.43,3.75,16.05,-1.29,3.86,0.0
20050124:1430,114.84,70.75,68.98,2.06,10.25,-0.97,4.0,0.0
20050124:1530,43.74,47.25,19.2,0.58,2.88,-1.44,3.52,0.0
20050124:1630,0.0,0.0,0.0,0.0,0.0,-2.22,3.59,0.0
20050124:1730,0.0,0.0,0.0,0.0,0.0,-2.51,3.45,0.0
20050124:1830,0.0,0.0,0.0,0.0,0.0,-2.8,3.38,0.0
20050124:1930,0.0,0.0,0.0,0.0,0.0,-2.87,3.38,0.0
20050124:2030,0.0,0.0,0.0,0.0,0.0,-2.85,3.24,0.0
20050124:2130,0.0,0.0,0.0,0.0,0.0,-3.13,3.38,0.0
20050124:2230,0.0,0.0,0.0,0.0,0.0,-3.58,3.24,0.0
20050124:2330,0.0,0.0,0.0,0.0,0.0,-3.83,3.03,0.0
20050125:0030,0.0,0.0,0.0,0.0,0.0,-4.12,2.97,0.0
20050125:0130,0.0,0.0,0.0,0.0,0.0,-4.24,2.76,0.0
20050125:0230,0.0,0.0,0.0,0.0,0.0,-4.24,2.76,0.0
20050125:0330,0.0,0.0,0.0,0.0,0.0,-4.43,2.76,0.0
20050125:0430,0.0,0.0,0.0,0.0,0.0,-4.38,2.76,0.0
20050125:0530,0.0,0.0,0.0,0.0,0.0,-4.54,2.34,0.0
20050125:0630,0.0,0.0,0.0,0.0,0.0,-4.4,2.48,0.0
20050125:0730,38.63,33.77,23.03,0.63,3.63,-4.97,2.21,0.0
20050125:0830,61.4,19.93,60.8,1.69,10.92,-4.42,3.1,0.0
20050125:0930,124.25,44.5,102.31,2.94,16.61,-3.71,3.45,0.0
20050125:1030,309.43,185.53,154.3,4.99,20.23,-2.99,3.45,0.0
20050125:1130,365.08,232.78,167.17,5.67,21.43,-2.18,3.72,0.0
20050125:1230,456.68,328.15,173.37,6.33,20.07,-1.71,3.59,0.0
20050125:1330,406.16,319.56,127.12,5.09,16.3,-1.54,3.79,0.0
20050125:1430,269.75,216.05,87.74,3.08,10.5,-1.82,3.72,0.0
20050125:1530,75.15,80.49,22.92,0.73,3.12,-2.22,3.17,0.0
20050125:1630,0.0,0.0,0.0,0.0,0.0,-3.12,2.9,0.0
20050125:1730,0.0,0.0,0.0,0.0,0.0,-4.01,2.83,0.0
20050125:1830,0.0,0.0,0.0,0.0,0.0,-4.7,2.76,0.0
20050125:1930,0.0,0.0,0.0,0.0,0.0,-4.84,2.69,0.0
20050125:2030,0.0,0.0,0.0,0.0,0.0,-5.19,2.69,0.0
20050125:2130,0.0,0.0,0.0,0.0,0.0,-5.57,2.76,0.0
20050125:2230,0.0,0.0,0.0,0.0,0.0,-5.76,2.83,0.0
20050125:2330,0.0,0.0,0.0,0.0,0.0,-5.85,2.69,0.0
20050126:0030,0.0,0.0,0.0,0.0,0.0,-5.56,3.17,0.0
20050126:0130,0.0,0.0,0.0,0.0,0.0,-5.46,3.86,0.0
20050126:0230,0.0,0.0,0.0,0.0,0.0,-5.32,4.0,0.0
20050126:0330,0.0,0.0,0.0,0.0,0.0,-5.4,3.31,0.0
20050126:0430,0.0,0.0,0.0,0.0,0.0,-5.23,3.86,0.0
20050126:0530,0.0,0.0,0.0,0.0,0.0,-5.08,3.86,0.0
20050126:0630,0.0,0.0,0.0,0.0,0.0,-5.1,4.07,0.0
20050126:0730,60.08,50.18,30.66,0.81,3.81,-4.83,2.97,0.0
20050126:0830,166.21,91.62,98.49,2.71,11.12,-4.62,3.79,0.0
20050126:0930,273.89,169.01,131.23,4.14,16.82,-4.31,4.28,0.0
20050126:1030,271.21,145.04,151.73,4.75,20.47,-3.94,5.66,0.0
20050126:1130,361.96,197.98,194.38,6.06,21.68,-3.6,5.45,0.0
20050126:1230,393.91,256.17,170.22,5.85,20.32,-3.26,5.52,0.0
20050126:1330,378.3,280.9,130.68,4.94,16.55,-3.27,4.76,0.0
20050126:1430,245.57,182.37,92.9,3.05,10.74,-3.61,4.28,0.0
20050126:1530,76.13,81.29,22.28,0.74,3.36,-4.15,4.0,0.0
20050126:1630,0.0,0.0,0.0,0.0,0.0,-5.01,3.79,0.0
20050126:1730,0.0,0.0,0.0,0.0,0.0,-5.53,3.72,0.0
20050126:1830,0.0,0.0,0.0,0.0,0.0,-5.97,3.59,0.0
20050126:1930,0.0,0.0,0.0,0.0,0.0,-5.96,4.21,0.0
20050126:2030,0.0,0.0,0.0,0.0,0.0,-5.93,4.0,0.0
20050126:2130,0.0,0.0,0.0,0.0,0.0,-6.08,3.79,0.0
20050126:2230,0.0,0.0,0.0,0.0,0.0,-6.25,3.66,0.0
20050126:2330,0.0,0.0,0.0,0.0,0.0,-6.52,3.24,0.0
20050127:0030,0.0,0.0,0.0,0.0,0.0,-6.78,2.97,0.0
20050127:0130,0.0,0.0,0.0,0.0,0.0,-7.14,2.83,0.0
20050127:0230,0.0,0.0,0.0,0.0,0.0,-7.34,2.76,0.0
20050127:0330,0.0,0.0,0.0,0.0,0.0,-7.5,2.55,0.0
20050127:0430,0.0,0.0,0.0,0.0,0.0,-7.63,2.62,0.0
20050127:0530,0.0,0.0,0.0,0.0,0.0,-7.82,2.48,0.0
20050127:0630,0.0,0.0,0.0,0.0,0.0,-7.95,2.21,0.0
20050127:0730,24.08,19.53,19.72,0.55,3.99,-7.79,1.72,0.0
20050127:0830,96.13,55.75,60.48,1.8,11.32,-7.61,1.52,0.0
20050127:0930,121.05,45.31,97.0,2.83,17.05,-6.42,1.66,0.0
20050127:1030,136.53,44.88,113.89,3.34,20.71,-5.42,2.0,0.0
20050127:1130,116.07,9.22,129.1,3.57,21.93,-4.8,2.28,0.0
20050127:1230,106.5,16.0,112.35,3.15,20.58,-4.5,2.34,0.0
20050127:1330,86.4,23.38,83.88,2.41,16.81,-4.4,2.34,0.0
20050127:1430,40.29,8.23,49.55,1.39,10.99,-4.42,2.21,0.0
20050127:1530,7.53,7.66,11.08,0.32,3.6,-4.57,1.93,0.0
20050127:1630,0.0,0.0,0.0,0.0,0.0,-4.98,1.52,0.0
20050127:1730,0.0,0.0,0.0,0.0,0.0,-5.52,1.38,0.0
20050127:1830,0.0,0.0,0.0,0.0,0.0,-6.14,1.38,0.0
20050127:1930,0.0,0.0,0.0,0.0,0.0,-6.4,1.52,0.0
20050127:2030,0.0,0.0,0.0,0.0,0.0,-6.64,1.24,0.0
20050127:2130,0.0,0.0,0.0,0.0,0.0,-6.63,1.17,0.0
20050127:2230,0.0,0.0,0.0,0.0,0.0,-5.42,1.1,0.0
20050127:2330,0.0,0.0,0.0,0.0,0.0,-6.14,1.17,0.0
20050128:0030,0.0,0.0,0.0,0.0,0.0,-8.46,1.45,0.0
20050128:0130,0.0,0.0,0.0,0.0,0.0,-8.35,1.66,0.0
20050128:0230,0.0,0.0,0.0,0.0,0.0,-8.08,1.72,0.0
20050128:0330,0.0,0.0,0.0,0.0,0.0,-7.66,1.72,0.0
20050128:0430,0.0,0.0,0.0,0.0,0.0,-7.44,1.59,0.0
20050128:0530,0.0,0.0,0.0,0.0,0.0,-7.28,1.66,0.0
20050128:0630,0.0,0.0,0.0,0.0,0.0,-7.43,1.66,0.0
20050128:0730,56.0,48.52,27.22,0.75,4.18,-7.16,1.72,0.0
20050128:0830,158.72,83.27,97.84,2.72,11.53,-7.41,1.59,0.0
20050128:0930,227.84,129.65,122.41,3.82,17.28,-6.63,1.66,0.0
20050128:1030,237.96,110.25,154.28,4.67,20.96,-5.09,1.52,0.0
20050128:1130,138.66,50.16,111.63,3.35,22.2,-4.3,1.45,0.0
20050128:1230,253.6,123.75,158.5,4.88,20.85,-4.15,1.45,0.0
20050128:1330,144.59,50.17,118.74,3.44,17.07,-3.66,1.31,0.0
20050128:1430,116.68,62.32,78.34,2.31,11.25,-3.55,1.24,0.0
20050128:1530,27.67,24.58,20.92,0.62,3.84,-3.8,1.17,0.0
20050128:1630,0.0,0.0,0.0,0.0,0.0,-4.63,1.17,0.0
20050128:1730,0.0,0.0,0.0,0.0,0.0,-5.84,1.1,0.0
20050128:1830,0.0,0.0,0.0,0.0,0.0,-4.53,0.9,0.0
20050128:1930,0.0,0.0,0.0,0.0,0.0,-5.95,0.9,0.0
20050128:2030,0.0,0.0,0.0,0.0,0.0,-6.72,0.9,0.0
20050128:2130,0.0,0.0,0.0,0.0,0.0,-7.49,0.76,0.0
20050128:2230,0.0,0.0,0.0,0.0,0.0,-8.0,0.55,0.0
20050128:2330,0.0,0.0,0.0,0.0,0.0,-8.12,0.28,0.0
20050129:0030,0.0,0.0,0.0,0.0,0.0,-7.83,0.21,0.0
20050129:0130,0.0,0.0,0.0,0.0,0.0,-7.44,0.41,0.0
20050129:0230,0.0,0.0,0.0,0.0,0.0,-7.14,0.62,0.0
20050129:0330,0.0,0.0,0.0,0.0,0.0,-7.02,0.9,0.0
20050129:0430,0.0,0.0,0.0,0.0,0.0,-6.9,0.97,0.0
20050129:0530,0.0,0.0,0.0,0.0,0.0,-6.79,0.9,0.0
20050129:0630,0.0,0.0,0.0,0.0,-4.14,-6.61,0.83,0.0
20050129:0730,33.1,23.54,26.34,0.72,4.37,-7.08,0.76,0.0
20050129:0830,169.89,105.51,87.96,2.59,11.74,-6.76,0.9,0.0
20050129:0930,304.82,195.98,137.3,4.48,17.51,-7.1,0.97,0.0
20050129:1030,243.87,118.17,151.93,4.67,21.21,-5.13,1.93,0.0
20050129:1130,216.65,86.89,155.73,4.67,22.46,-4.49,1.86,0.0
20050129:1230,212.22,72.1,166.97,4.84,21.12,-4.09,1.52,0.0
20050129:1330,139.67,41.65,122.02,3.49,17.34,-3.84,1.38,0.0
20050129:1430,56.91,12.04,64.27,1.8,11.51,-3.81,1.79,0.0
20050129:1530,32.52,32.83,18.87,0.59,4.09,-3.96,1.93,0.0
20050129:1630,0.0,0.0,0.0,0.0,0.0,-4.65,1.31,0.0
20050129:1730,0.0,0.0,0.0,0.0,0.0,-5.3,1.24,0.0
20050129:1830,0.0,0.0,0.0,0.0,0.0,-6.3,1.38,0.0
20050129:1930,0.0,0.0,0.0,0.0,0.0,-4.68,0.69,0.0
20050129:2030,0.0,0.0,0.0,0.0,0.0,-4.73,0.76,0.0
20050129:2130,0.0,0.0,0.0,0.0,0.0,-4.93,0.83,0.0
20050129:2230,0.0,0.0,0.0,0.0,0.0,-5.23,0.97,0.0
20050129:2330,0.0,0.0,0.0,0.0,0.0,-5.64,1.1,0.0
20050130:0030,0.0,0.0,0.0,0.0,0.0,-5.93,1.1,0.0
20050130:0130,0.0,0.0,0.0,0.0,0.0,-6.33,1.1,0.0
20050130:0230,0.0,0.0,0.0,0.0,0.0,-7.12,1.24,0.0
20050130:0330,0.0,0.0,0.0,0.0,0.0,-8.27,1.38,0.0
20050130:0430,0.0,0.0,0.0,0.0,0.0,-8.12,1.38,0.0
